name,lat,lon,city,type,address,type_of_place,distance_from_company
Hopes & Dreams,51.531108,-0.102032,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.531108, -0.102032]}}","339-341 City Rd, London, Greater London, EC1V 1LJ",Nursery School,4.3950070740066325
Hatching Dragons,51.518113,-0.096477,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.518113, -0.096477]}}","Ironmongers Hall Shaftesbury Pl, Barbican, London, Greater London, EC2Y 8AA",Nursery School,4.577518238346445
Hatching Dragons,51.522868,-0.093033,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.522868, -0.093033]}}","1 Viscount St, London, Greater London, EC1Y 0AA",Nursery School,4.831164365951562
Pippa Pop-Ins,51.480375,-0.191456,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.480375, -0.191456]}}","430 Fulham Rd, London, SW6 1DU",Nursery School,4.756965133227275
Packington Square,51.53449,-0.096675,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.53449, -0.096675]}}",,Nursery School,4.867779059862684
Little Garden Hammersmith Day Nursery,51.499844,-0.226354,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.499844, -0.226354]}}","50 Richfield Gate, London, Greater London, W6 7HZ",Nursery School,4.908694803265076
Willow Children's Centre,51.557706,-0.122219,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.557706, -0.122219]}}","1A Holbrooke Ct, London, Greater London, N7 0BF",Nursery School,5.112013180165419
Bayonne Nursery,51.484499,-0.21421,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.484499, -0.21421]}}","Hammersmith, Greater London",Nursery School,5.258201259500468
Comet Nursery School & Children's Centre,51.535869,-0.08072,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.535869, -0.08072]}}","20 Halcomb St, London, N1 5RF",Nursery School,5.960432335852734
Lavender Hill Day Nursery,51.465225,-0.164764,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.465225, -0.164764]}}","204 Lavender Hill, London, Greater London, SW11 1JG",Nursery School,6.00407321434865
Monkey Puzzle Day Nursery,51.55663,-0.098494,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.55663, -0.098494]}}","Loxfords House, Highbury Park, London, Greater London, N5 1GF",Nursery School,6.0813788268348565
Busy Bees,51.463071,-0.188763,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.463071, -0.188763]}}",,Nursery School,6.499056879502246
Sunshine Nursery,51.483516,-0.240821,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.483516, -0.240821]}}","7 Stillingfleet Rd, London, SW13 9AQ",Nursery School,6.712314930323357
Maples Children's Centre,51.50896,-0.261411,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.50896, -0.261411]}}",,Nursery School,6.931170243125848
Bright Horizons Golders Green Day Nursery and Preschool,51.577102,-0.20569,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.577102, -0.20569]}}","212 Golders Green Rd, London, Greater London, NW11 9AT",Nursery School,7.093711738933437
Montessori by Busy Bees Green Gables,51.509091,-0.058476,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.509091, -0.058476]}}","4 Wapping Lane, London, Greater London, E1W 2RG",Nursery School,7.2932141583746315
Wapping Childrens Centre,51.505373,-0.059367,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.505373, -0.059367]}}","Poplar, Greater London",Nursery School,7.308288992809333
Monkey Puzzle Day Nursery,51.587315,-0.163798,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.587315, -0.163798]}}","Park House, 16 High Rd, London, Greater London, N2 9PJ",Nursery School,7.574031037984983
Chiswick Nursery,51.492719,-0.264829,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.492719, -0.264829]}}","Marlborough Rd, London, Greater London",Nursery School,7.663203146533623
Fortis Green Nursery,51.591015,-0.158611,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.591015, -0.158611]}}","70 Fortis Green, London, N2 9EP",Nursery School,7.989793429887745
Alice Model Nursery School,51.521101,-0.046489,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.521101, -0.046489]}}","14 Beaumont Grove, London, Greater London, E1 4NQ",Nursery School,8.037194306429182
Morningside Children's centre,51.546109,-0.050568,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.546109, -0.050568]}}",,Nursery School,8.307452543916506
Noddy's Nursery School,51.445821,-0.213574,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.445821, -0.213574]}}","Trinity Church Hall, Beaumont Rd, London, SW19 6SP",Nursery School,8.890310909731072
Nuffy Bear Nursery,51.445342,-0.196087,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.445342, -0.196087]}}","King Georges Sport Ground (Burr Road), London, Greater London, SW18 4SQ",Nursery School,8.53400087849768
Rosemary Works East,51.560096,-0.055566,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.560096, -0.055566]}}","London, Greater London, E5 8BQ",Nursery School,8.688068477924707
Maria Montessori Nursery School Within Church of the Ascension,51.522126,-0.287437,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.522126, -0.287437]}}","Beaufort Rd, London, W5 3EB",Nursery School,8.642763810479382
Hendon Preparatory School & Pre-School,51.591125,-0.216984,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.591125, -0.216984]}}","20 Tenterden Grove, London, Greater London, NW4 1TD",Nursery School,8.836716761841334
Bright Horizons Kew Day Nursery and Preschool,51.474076,-0.276563,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.474076, -0.276563]}}","Townmead Rd, Richmond, Greater London, TW9 4ES",Nursery School,9.349240810831057
Eastwood Day Nursery & Creche,51.452259,-0.244538,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.452259, -0.244538]}}","166 Roehampton L, Greater London, SW15 4HE",Nursery School,9.359170570278176
Dulwich Prep London,51.442518,-0.088629,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.442518, -0.088629]}}","8 Gallery Rd, Dulwich, Greater London, SE21 7AB",Nursery School,9.947805739102462
The Grange children centre,51.503954,-0.305209,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.503954, -0.305209]}}","Greater London, W5 4HN",Nursery School,10.012890309074534
Bright Horizons North Finchley Day Nursery and Preschool,51.610114,-0.181761,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.610114, -0.181761]}}","10-11 Moss Hall Crescent, London, Greater London, N12 8NY",Nursery School,10.195026142700065
Toots Day Nursery,51.426181,-0.161537,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.426181, -0.161537]}}","214 Totterdown St (214 Totterdown Street), London, Greater London, SW17 8TD",Nursery School,10.343989315769239
Smarty Pants Abbey Lane Children S Centre,51.533191,-0.006331,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.533191, -0.006331]}}","1 Abbey Lane, London, Greater London, E15 2SD",Nursery School,10.92281121742993
Bright Horizons Greenwich Day Nursery and Preschool,51.477414,-0.016641,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.477414, -0.016641]}}","8 Lovibond Lane, London, Greater London, SE10 9FY",Nursery School,11.121746588063234
Playdays nursery,51.423782,-0.212364,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.423782, -0.212364]}}","Wimbledon hill, Wimbledon, Greater London",Nursery School,11.156078381957995
Dulwich Wood Nursery School,51.430429,-0.079697,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.430429, -0.079697]}}","Lyall Ave, London, SE21 8QS",Nursery School,11.420151007092528
Alpha Nursery,51.473208,-0.013989,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.473208, -0.013989]}}","London, Greater London, SE10 8PA",Nursery School,11.489644690235735
Quaggies Children's Nursery,51.470761,-0.015481,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.470761, -0.015481]}}",,Nursery School,11.522160230353
Christ Church Primary School,51.437616,-0.051637,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.437616, -0.051637]}}",,Nursery School,11.889839412619393
Bright Horizons Salcombe Day Nursery and Preschool,51.625146,-0.123866,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.625146, -0.123866]}}","33 The Green, Southgate, Greater London, N14 6EN",Nursery School,12.080690771148918
Purple Panda Nursery,51.409896,-0.119668,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.409896, -0.119668]}}","53 Norbury Crescent, London, Greater London, SW16 4JS",Nursery School,12.5132780907371
Church Hill Nursery School,51.584735,-0.014979,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.584735, -0.014979]}}","47 Woodbury Rd, London, Greater London, E17 9SB",Nursery School,12.54146213052389
Blackheath High School,51.467519,0.0112,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.467519, 0.0112]}}",,Nursery School,13.33501298043281
Eaton House School,51.494152,-0.154902,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.494152, -0.154902]}}","3 Eaton Gate, London, SW1W 9BA",Elementary School,2.8363069936928302
St Eugene De Mazenod,51.541083,-0.193919,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.541083, -0.193919]}}","Mazenod Ave, London, Greater London, NW6 4LS",Elementary School,3.2571701329306104
Salusbury Primary School,51.535881,-0.205692,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.535881, -0.205692]}}","Brent, Greater London",Elementary School,3.510146231627286
Hampstead Hill School,51.553444,-0.16771,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.553444, -0.16771]}}","St Stephens Hall, Pond St, Hampstead, Greater London, NW3 2PP",Elementary School,3.823601191365142
St Cuthbert With St Matthias Primary School,51.489307,-0.19373,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.489307, -0.19373]}}","Warwick Rd, London, Greater London, SW5 9UE",Elementary School,3.961206666935047
Thornhill Primary School,51.540443,-0.109542,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.540443, -0.109542]}}","Thornhill Rd, London, N1 1HX",Elementary School,4.365057715842243
Hanover Primary School,51.532932,-0.098815,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.532932, -0.098815]}}","Noel Rd, London, N1 8BD",Elementary School,4.669943231206401
Fulham Prep School,51.486439,-0.209843,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.486439, -0.209843]}}","200 Greyhound Rd, London, W14 9SD",Elementary School,4.895097782798824
William Tyndale Primary School,51.542009,-0.101351,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.542009, -0.101351]}}","Sable St, London, Greater London, N1 2GG",Elementary School,4.938325478677396
Charles Dickens Primary School,51.501195,-0.096241,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.501195, -0.096241]}}","Toulmin St, London, Greater London, SE1 1AF",Elementary School,5.010652437415645
Canonbury Primary School,51.54499,-0.101185,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.54499, -0.101185]}}","Canonbury Rd, London, N1 2UT",Elementary School,5.125844761847111
St John's Upper Holloway C of E Primary School,51.562623,-0.132884,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.562623, -0.132884]}}","Pemberton Gardens, London, Greater London, N19 5RR",Elementary School,5.2474353302000445
Lowther Primary School,51.483641,-0.238182,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.483641, -0.238182]}}","Stillingfleet Rd, Richmond, Greater London",Elementary School,6.557480762626396
Highgate Primary School,51.579063,-0.155154,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.579063, -0.155154]}}","Storey Rd, London, Greater London, N6 4ED",Elementary School,6.675942271450695
Grasmere Primary School,51.555133,-0.083917,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.555133, -0.083917]}}","92 Albion Rd, London, Greater London, N16 9PD",Elementary School,6.7516221357719575
Coleridge Primary School,51.57577,-0.126805,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.57577, -0.126805]}}","Crouch End Hill, London, Greater London, N8 8DN",Elementary School,6.759589358914214
Belleville School,51.457326,-0.163515,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.457326, -0.163515]}}","Belleville St, Wandsworth, Greater London",Elementary School,6.88083654217395
St Mary's C of E Primary School,51.548256,-0.252176,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.548256, -0.252176]}}","Garnet Rd, London, Greater London, NW10 9JA",Elementary School,6.986850109136493
St. George's CE Primary School,51.480459,-0.083682,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.480459, -0.083682]}}",,Elementary School,6.957791442976991
Belmont Primary School,51.493241,-0.262956,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.493241, -0.262956]}}","1 Belmont Rd, London, W4 5UL",Elementary School,7.5211827257585275
Tetherdown Primary School,51.587863,-0.151907,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.587863, -0.151907]}}","Grand Ave, Fortis Green, Greater London, N10 3BP",Elementary School,7.670302050859629
Albion Primary School,51.499984,-0.051848,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.499984, -0.051848]}}","Albion St, Rotherhithe, Greater London, SE16 7JD",Elementary School,7.957773502794477
West Acton Primary School,51.517509,-0.279784,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.517509, -0.279784]}}","Noel Rd, Acton, Greater London, W3 0JL",Elementary School,8.109752534106367
Holmleigh Primary School,51.570261,-0.074603,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.570261, -0.074603]}}","Dunsmure Rd, London, Greater London, N16 5PU",Elementary School,8.322854685155145
Richard Atkins Primary School,51.448109,-0.126753,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.448109, -0.126753]}}","New Park Rd, London, Greater London, SW2 4JP",Elementary School,8.28619179157727
Grove Park Primary School,51.484816,-0.271625,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.484816, -0.271625]}}","Nightingale Close, Chiswick, Greater London, W4 3JN",Elementary School,8.459279000956993
Alfred Salter Primary School,51.499498,-0.04354,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.499498, -0.04354]}}","Quebec Way, London, Greater London, SE16 7LP",Elementary School,8.526783638701588
Beatrix Potter School,51.443937,-0.182331,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.443937, -0.182331]}}","London, Greater London",Elementary School,8.480025636876222
Ravenstone Primary School,51.441298,-0.153199,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.441298, -0.153199]}}",,Elementary School,8.68726802722075
Telferscot Primary School,51.442856,-0.137256,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.442856, -0.137256]}}","Telferscot Rd, London, SW12 0HW",Elementary School,8.669203228294222
Redriff Primary School,51.501911,-0.036853,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.501911, -0.036853]}}","Salter Rd, Rotherhithe, Greater London, SE16 5LQ",Elementary School,8.91287623476743
Tudor School,51.599933,-0.177609,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.599933, -0.177609]}}","London, Greater London, N3 2AG",Elementary School,9.036329015567846
Kender Primary School,51.475038,-0.05093,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.475038, -0.05093]}}","Kender St, London, Greater London, SE14 5JA",Elementary School,9.159030448570087
Albemarle Primary School,51.441983,-0.213426,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.441983, -0.213426]}}","Princes Way, London, Greater London, SW19 6JP",Elementary School,9.27972377183028
Daubeney Primary School,51.552574,-0.03792,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.552574, -0.03792]}}","Daubeney Rd, London, Greater London, E5 0EG",Elementary School,9.388682226241798
Holy Trinity Primary School & Nursery Unit,51.463461,-0.285633,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.463461, -0.285633]}}","Carrington Rd, Richmond, Greater London, TW10 5AA",Elementary School,10.533967874264253
Sellincourt Primary School,51.423481,-0.168292,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.423481, -0.168292]}}","Sellincourt Rd, London, Greater London, SW17 9SA",Elementary School,10.651221526979509
James Wolfe Primary School,51.479502,-0.01235,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.479502, -0.01235]}}","Randall Pl, London, Greater London, SE10 9LA",Elementary School,11.299355323090648
St Lukes Primary School,51.490257,-0.005337,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.490257, -0.005337]}}",,Elementary School,11.351335613638737
Oakthorpe Primary School,51.613805,-0.093985,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.613805, -0.093985]}}","Enfield, Greater London",Elementary School,11.53913737593508
Pelham Primary School,51.416402,-0.197811,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.416402, -0.197811]}}","Southey Rd, London, SW19 1NU",Elementary School,11.688262559761789
Byron Court Primary School,51.569327,-0.311311,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.569327, -0.311311]}}","Spencer Rd, Wembley, HA0 3SF",Elementary School,11.696405507435832
Wilbury Primary School,51.611951,-0.082455,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.611951, -0.082455]}}","Wilbury Way, London, N18 1DE",Elementary School,11.706997809300464
Woodridge Primary School,51.623882,-0.19385,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.623882, -0.19385]}}","Southover, North Finchley, London, N12 7HE",Elementary School,11.83820164969532
Colegrave Primary School,51.548522,0.001657,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.548522, 0.001657]}}","Henniker Rd (Maryland Road), London, Greater London, E15 1JY",Elementary School,11.820645005318143
St Ursula's Convent School,51.475634,-0.005834,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.475634, -0.005834]}}","70 Crooms Hill, Greenwich, Greater London, SE10 8HN",Elementary School,11.885045227795727
Wimbledon Chase Primary School,51.412886,-0.212553,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.412886, -0.212553]}}","Merton Hall Rd, Greater London, SW19 3QB",Elementary School,12.317880847119064
Krishna Avanti Primary School,51.603418,-0.280276,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.603418, -0.280276]}}","Camrose Ave, Edgware, Greater London, HA8 6ES",Elementary School,12.403553573665102
Worple Road Primary School,51.465501,-0.324406,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.465501, -0.324406]}}",,Elementary School,12.693777705296498
Halstow Primary School,51.485093,0.015576,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.485093, 0.015576]}}","Halstow Rd, London, Greater London, SE10 0LD",Elementary School,12.903635106868952
TEC Field,37.023019,-84.12225,London,"{'typepoint': {'type': 'Point', 'coordinates': [37.023019, -84.12225]}}",,Airport,6496.379542684781
London / Chapeskie Field,43.0682983398,-81.1256027222,London,"{'typepoint': {'type': 'Point', 'coordinates': [43.0682983398, -81.1256027222]}}",,Airport,5860.177409700864
London (Pioneer Airpark),43.0975,-81.234301,London,"{'typepoint': {'type': 'Point', 'coordinates': [43.0975, -81.234301]}}",,Airport,5864.933732328821
London Airport,43.035599,-81.1539,London,"{'typepoint': {'type': 'Point', 'coordinates': [43.035599, -81.1539]}}",,Airport,5864.262821398199
London Luton Airport,51.874698638916016,-0.3683330118656158,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.874698638916016, -0.3683330118656158]}}",,Airport,41.995114102502825
London Biggin Hill Airport,51.33079910279999,0.0324999988079,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.33079910279999, 0.0324999988079]}}",,Airport,24.93777588887063
London Gatwick Airport,51.148102,-0.190278,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.148102, -0.190278]}}",,Airport,41.309481806682555
London City Airport,51.505299,0.055278,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.505299, 0.055278]}}",,Airport,15.15735964408291
London Heathrow Airport,51.4706,-0.461941,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.4706, -0.461941]}}",,Airport,21.415326612254507
Southend Airport,51.5714,0.695556,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.5714, 0.695556]}}",,Airport,59.62648143209428
London Stansted Airport,51.8849983215,0.234999999404,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.8849983215, 0.234999999404]}}",,Airport,49.04274803417141
RAF Northolt,51.5530014038,-0.418166995049,London,"{'typepoint': {'type': 'Point', 'coordinates': [51.5530014038, -0.418166995049]}}",,Airport,18.070843492441117
London-Corbin Airport/Magee Field,37.0821990967,-84.08489990230001,London,"{'typepoint': {'type': 'Point', 'coordinates': [37.0821990967, -84.08489990230001]}}",,Airport,6489.4498058923955
Madison County Airport,39.93270111,-83.46199799,London,"{'typepoint': {'type': 'Point', 'coordinates': [39.93270111, -83.46199799]}}",,Airport,6234.906289388332
Comanche Ridge Ranch Airport,30.7713,-99.51577,London,"{'typepoint': {'type': 'Point', 'coordinates': [30.7713, -99.51577]}}",,Airport,7975.266875220456
